name,numb_ops,numb_auto,op_typ,mon,day,hu_sch,op_data1,op_data2,op_data3
agrl1007_mgt_144_1,124,0,kill,7,29,0,rye,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,5,22,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,5,22,0,elem_n,broadcast,40
agrl1007_mgt_144_1,124,0,fert,5,22,0,elem_p,broadcast,13
agrl1007_mgt_144_1,124,0,plnt,5,22,0,buck,null,0
agrl1007_mgt_144_1,124,0,harv,8,25,0,buck,grain,0
agrl1007_mgt_144_1,124,0,kill,8,25,0,buck,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,3,28,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,plnt,4,7,0,lupn,null,0
agrl1007_mgt_144_1,124,0,harv,8,21,0,lupn,grain,0
agrl1007_mgt_144_1,124,0,kill,8,21,0,lupn,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,5,18,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,5,18,0,elem_n,broadcast,40
agrl1007_mgt_144_1,124,0,fert,5,18,0,elem_p,broadcast,13
agrl1007_mgt_144_1,124,0,plnt,5,18,0,buck,null,0
agrl1007_mgt_144_1,124,0,harv,9,25,0,buck,grain,0
agrl1007_mgt_144_1,124,0,kill,9,25,0,buck,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,3,27,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,plnt,4,2,0,lupn,null,0
agrl1007_mgt_144_1,124,0,harv,8,23,0,lupn,grain,0
agrl1007_mgt_144_1,124,0,kill,8,23,0,lupn,null,0
agrl1007_mgt_144_1,124,0,till,9,1,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,9,9,0,elem_n,broadcast,30
agrl1007_mgt_144_1,124,0,plnt,10,3,0,rye,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,fert,3,22,0,elem_n,broadcast,60
agrl1007_mgt_144_1,124,0,harv,7,27,0,rye,grain,0
agrl1007_mgt_144_1,124,0,kill,7,27,0,rye,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,5,21,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,5,21,0,elem_n,broadcast,40
agrl1007_mgt_144_1,124,0,fert,5,21,0,elem_p,broadcast,13
agrl1007_mgt_144_1,124,0,plnt,5,21,0,buck,null,0
agrl1007_mgt_144_1,124,0,harv,8,28,0,buck,grain,0
agrl1007_mgt_144_1,124,0,kill,8,28,0,buck,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,3,28,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,plnt,4,4,0,lupn,null,0
agrl1007_mgt_144_1,124,0,harv,8,26,0,lupn,grain,0
agrl1007_mgt_144_1,124,0,kill,8,26,0,lupn,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,5,18,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,5,18,0,elem_n,broadcast,40
agrl1007_mgt_144_1,124,0,fert,5,18,0,elem_p,broadcast,13
agrl1007_mgt_144_1,124,0,plnt,5,18,0,buck,null,0
agrl1007_mgt_144_1,124,0,harv,9,29,0,buck,grain,0
agrl1007_mgt_144_1,124,0,kill,9,29,0,buck,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,3,29,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,plnt,4,9,0,lupn,null,0
agrl1007_mgt_144_1,124,0,harv,8,30,0,lupn,grain,0
agrl1007_mgt_144_1,124,0,kill,8,30,0,lupn,null,0
agrl1007_mgt_144_1,124,0,till,8,30,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,9,5,0,elem_n,broadcast,30
agrl1007_mgt_144_1,124,0,plnt,9,27,0,rye,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,fert,3,29,0,elem_n,broadcast,60
agrl1007_mgt_144_1,124,0,harv,7,20,0,rye,grain,0
agrl1007_mgt_144_1,124,0,kill,7,20,0,rye,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,5,22,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,5,22,0,elem_n,broadcast,40
agrl1007_mgt_144_1,124,0,fert,5,22,0,elem_p,broadcast,13
agrl1007_mgt_144_1,124,0,plnt,5,22,0,buck,null,0
agrl1007_mgt_144_1,124,0,harv,8,22,0,buck,grain,0
agrl1007_mgt_144_1,124,0,kill,8,22,0,buck,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,3,29,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,plnt,4,6,0,lupn,null,0
agrl1007_mgt_144_1,124,0,harv,8,21,0,lupn,grain,0
agrl1007_mgt_144_1,124,0,kill,8,21,0,lupn,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,5,19,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,5,19,0,elem_n,broadcast,40
agrl1007_mgt_144_1,124,0,fert,5,19,0,elem_p,broadcast,13
agrl1007_mgt_144_1,124,0,plnt,5,19,0,buck,null,0
agrl1007_mgt_144_1,124,0,harv,9,14,0,buck,grain,0
agrl1007_mgt_144_1,124,0,kill,9,14,0,buck,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,till,3,27,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,plnt,4,2,0,lupn,null,0
agrl1007_mgt_144_1,124,0,harv,8,25,0,lupn,grain,0
agrl1007_mgt_144_1,124,0,kill,8,25,0,lupn,null,0
agrl1007_mgt_144_1,124,0,till,8,25,0,landlevl,null,0
agrl1007_mgt_144_1,124,0,fert,9,6,0,elem_n,broadcast,30
agrl1007_mgt_144_1,124,0,plnt,10,9,0,rye,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1007_mgt_144_1,124,0,fert,3,28,0,elem_n,broadcast,60
agrl1007_mgt_144_1,124,0,harv,7,18,0,rye,grain,0
agrl1007_mgt_144_1,124,0,kill,7,18,0,rye,null,0
agrl1007_mgt_144_1,124,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,5,18,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,5,22,0,elem_n,broadcast,40
agrl1008_mgt_145_1,132,0,fert,5,22,0,elem_p,broadcast,13
agrl1008_mgt_145_1,132,0,plnt,5,22,0,buck,null,0
agrl1008_mgt_145_1,132,0,harv,9,3,0,buck,grain,0
agrl1008_mgt_145_1,132,0,kill,9,3,0,buck,null,0
agrl1008_mgt_145_1,132,0,till,9,18,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,9,28,0,elem_n,broadcast,30
agrl1008_mgt_145_1,132,0,plnt,9,28,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,fert,3,29,0,elem_n,broadcast,60
agrl1008_mgt_145_1,132,0,harv,7,16,0,rye,grain,0
agrl1008_mgt_145_1,132,0,kill,7,16,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,5,17,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,5,17,0,elem_n,broadcast,40
agrl1008_mgt_145_1,132,0,fert,5,17,0,elem_p,broadcast,13
agrl1008_mgt_145_1,132,0,plnt,5,17,0,buck,null,0
agrl1008_mgt_145_1,132,0,harv,9,15,0,buck,grain,0
agrl1008_mgt_145_1,132,0,kill,9,15,0,buck,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,3,22,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,plnt,4,7,0,lupn,null,0
agrl1008_mgt_145_1,132,0,harv,8,25,0,lupn,grain,0
agrl1008_mgt_145_1,132,0,kill,8,25,0,lupn,null,0
agrl1008_mgt_145_1,132,0,till,9,1,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,9,8,0,elem_n,broadcast,30
agrl1008_mgt_145_1,132,0,plnt,10,5,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,fert,3,24,0,elem_n,broadcast,60
agrl1008_mgt_145_1,132,0,harv,7,28,0,rye,grain,0
agrl1008_mgt_145_1,132,0,kill,7,28,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,5,17,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,5,17,0,elem_n,broadcast,40
agrl1008_mgt_145_1,132,0,fert,5,17,0,elem_p,broadcast,13
agrl1008_mgt_145_1,132,0,plnt,5,17,0,buck,null,0
agrl1008_mgt_145_1,132,0,harv,8,24,0,buck,grain,0
agrl1008_mgt_145_1,132,0,kill,8,24,0,buck,null,0
agrl1008_mgt_145_1,132,0,till,8,27,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,9,21,0,elem_n,broadcast,30
agrl1008_mgt_145_1,132,0,plnt,9,22,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,fert,3,29,0,elem_n,broadcast,60
agrl1008_mgt_145_1,132,0,harv,7,21,0,rye,grain,0
agrl1008_mgt_145_1,132,0,kill,7,21,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,5,23,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,5,23,0,elem_n,broadcast,40
agrl1008_mgt_145_1,132,0,fert,5,23,0,elem_p,broadcast,13
agrl1008_mgt_145_1,132,0,plnt,5,23,0,buck,null,0
agrl1008_mgt_145_1,132,0,harv,8,24,0,buck,grain,0
agrl1008_mgt_145_1,132,0,kill,8,24,0,buck,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,3,30,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,plnt,4,10,0,lupn,null,0
agrl1008_mgt_145_1,132,0,harv,8,20,0,lupn,grain,0
agrl1008_mgt_145_1,132,0,kill,8,20,0,lupn,null,0
agrl1008_mgt_145_1,132,0,till,8,22,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,9,5,0,elem_n,broadcast,30
agrl1008_mgt_145_1,132,0,plnt,10,1,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,fert,3,22,0,elem_n,broadcast,60
agrl1008_mgt_145_1,132,0,harv,7,19,0,rye,grain,0
agrl1008_mgt_145_1,132,0,kill,7,19,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,5,23,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,5,23,0,elem_n,broadcast,40
agrl1008_mgt_145_1,132,0,fert,5,23,0,elem_p,broadcast,13
agrl1008_mgt_145_1,132,0,plnt,5,23,0,buck,null,0
agrl1008_mgt_145_1,132,0,harv,9,18,0,buck,grain,0
agrl1008_mgt_145_1,132,0,kill,9,18,0,buck,null,0
agrl1008_mgt_145_1,132,0,till,9,19,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,9,24,0,elem_n,broadcast,30
agrl1008_mgt_145_1,132,0,plnt,10,4,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,fert,3,23,0,elem_n,broadcast,60
agrl1008_mgt_145_1,132,0,harv,7,27,0,rye,grain,0
agrl1008_mgt_145_1,132,0,kill,7,27,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,5,22,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,5,22,0,elem_n,broadcast,40
agrl1008_mgt_145_1,132,0,fert,5,22,0,elem_p,broadcast,13
agrl1008_mgt_145_1,132,0,plnt,5,22,0,buck,null,0
agrl1008_mgt_145_1,132,0,harv,9,16,0,buck,grain,0
agrl1008_mgt_145_1,132,0,kill,9,16,0,buck,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,3,25,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,plnt,4,1,0,lupn,null,0
agrl1008_mgt_145_1,132,0,harv,8,28,0,lupn,grain,0
agrl1008_mgt_145_1,132,0,kill,8,28,0,lupn,null,0
agrl1008_mgt_145_1,132,0,till,8,30,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,9,19,0,elem_n,broadcast,30
agrl1008_mgt_145_1,132,0,plnt,9,20,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,fert,3,30,0,elem_n,broadcast,60
agrl1008_mgt_145_1,132,0,harv,7,23,0,rye,grain,0
agrl1008_mgt_145_1,132,0,kill,7,23,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,5,24,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,5,24,0,elem_n,broadcast,40
agrl1008_mgt_145_1,132,0,fert,5,24,0,elem_p,broadcast,13
agrl1008_mgt_145_1,132,0,plnt,5,24,0,buck,null,0
agrl1008_mgt_145_1,132,0,harv,8,23,0,buck,grain,0
agrl1008_mgt_145_1,132,0,kill,8,23,0,buck,null,0
agrl1008_mgt_145_1,132,0,till,8,31,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,9,22,0,elem_n,broadcast,30
agrl1008_mgt_145_1,132,0,plnt,9,26,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,fert,3,30,0,elem_n,broadcast,60
agrl1008_mgt_145_1,132,0,harv,7,22,0,rye,grain,0
agrl1008_mgt_145_1,132,0,kill,7,22,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,5,17,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,5,17,0,elem_n,broadcast,40
agrl1008_mgt_145_1,132,0,fert,5,17,0,elem_p,broadcast,13
agrl1008_mgt_145_1,132,0,plnt,5,17,0,buck,null,0
agrl1008_mgt_145_1,132,0,harv,8,21,0,buck,grain,0
agrl1008_mgt_145_1,132,0,kill,8,21,0,buck,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,till,3,29,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,plnt,4,8,0,lupn,null,0
agrl1008_mgt_145_1,132,0,harv,8,26,0,lupn,grain,0
agrl1008_mgt_145_1,132,0,kill,8,26,0,lupn,null,0
agrl1008_mgt_145_1,132,0,till,9,1,0,landlevl,null,0
agrl1008_mgt_145_1,132,0,fert,9,6,0,elem_n,broadcast,30
agrl1008_mgt_145_1,132,0,plnt,9,29,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1008_mgt_145_1,132,0,fert,3,21,0,elem_n,broadcast,60
agrl1008_mgt_145_1,132,0,harv,7,15,0,rye,grain,0
agrl1008_mgt_145_1,132,0,kill,7,15,0,rye,null,0
agrl1008_mgt_145_1,132,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,fert,3,23,0,elem_n,broadcast,55
agrl1011_mgt_146_1,140,0,fert,5,28,0,elem_n,broadcast,35
agrl1011_mgt_146_1,140,0,harv,7,27,0,trit,grain,0
agrl1011_mgt_146_1,140,0,kill,7,27,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,3,28,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,plnt,4,7,0,lupn,null,0
agrl1011_mgt_146_1,140,0,harv,8,30,0,lupn,grain,0
agrl1011_mgt_146_1,140,0,kill,8,30,0,lupn,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,5,17,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,fert,5,17,0,elem_n,broadcast,40
agrl1011_mgt_146_1,140,0,fert,5,17,0,elem_p,broadcast,13
agrl1011_mgt_146_1,140,0,plnt,5,17,0,buck,null,0
agrl1011_mgt_146_1,140,0,harv,9,9,0,buck,grain,0
agrl1011_mgt_146_1,140,0,kill,9,9,0,buck,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,3,30,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,plnt,4,3,0,lupn,null,0
agrl1011_mgt_146_1,140,0,harv,8,24,0,lupn,grain,0
agrl1011_mgt_146_1,140,0,kill,8,24,0,lupn,null,0
agrl1011_mgt_146_1,140,0,till,10,4,0,fallplow,null,0
agrl1011_mgt_146_1,140,0,fert,10,4,0,elem_n,broadcast,25
agrl1011_mgt_146_1,140,0,fert,10,4,0,elem_p,broadcast,25
agrl1011_mgt_146_1,140,0,plnt,10,4,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,fert,3,27,0,elem_n,broadcast,55
agrl1011_mgt_146_1,140,0,fert,5,13,0,elem_n,broadcast,35
agrl1011_mgt_146_1,140,0,harv,7,28,0,trit,grain,0
agrl1011_mgt_146_1,140,0,kill,7,28,0,trit,null,0
agrl1011_mgt_146_1,140,0,till,10,2,0,fallplow,null,0
agrl1011_mgt_146_1,140,0,fert,10,2,0,elem_n,broadcast,25
agrl1011_mgt_146_1,140,0,fert,10,2,0,elem_p,broadcast,25
agrl1011_mgt_146_1,140,0,plnt,10,2,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,fert,3,21,0,elem_n,broadcast,55
agrl1011_mgt_146_1,140,0,fert,5,19,0,elem_n,broadcast,35
agrl1011_mgt_146_1,140,0,harv,8,2,0,trit,grain,0
agrl1011_mgt_146_1,140,0,kill,8,2,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,3,29,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,plnt,4,1,0,lupn,null,0
agrl1011_mgt_146_1,140,0,harv,8,20,0,lupn,grain,0
agrl1011_mgt_146_1,140,0,kill,8,20,0,lupn,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,5,23,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,fert,5,23,0,elem_n,broadcast,40
agrl1011_mgt_146_1,140,0,fert,5,23,0,elem_p,broadcast,13
agrl1011_mgt_146_1,140,0,plnt,5,23,0,buck,null,0
agrl1011_mgt_146_1,140,0,harv,9,27,0,buck,grain,0
agrl1011_mgt_146_1,140,0,kill,9,27,0,buck,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,3,23,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,plnt,4,8,0,lupn,null,0
agrl1011_mgt_146_1,140,0,harv,8,27,0,lupn,grain,0
agrl1011_mgt_146_1,140,0,kill,8,27,0,lupn,null,0
agrl1011_mgt_146_1,140,0,till,9,28,0,fallplow,null,0
agrl1011_mgt_146_1,140,0,fert,9,28,0,elem_n,broadcast,25
agrl1011_mgt_146_1,140,0,fert,9,28,0,elem_p,broadcast,25
agrl1011_mgt_146_1,140,0,plnt,9,28,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,fert,3,25,0,elem_n,broadcast,55
agrl1011_mgt_146_1,140,0,fert,5,11,0,elem_n,broadcast,35
agrl1011_mgt_146_1,140,0,harv,8,4,0,trit,grain,0
agrl1011_mgt_146_1,140,0,kill,8,4,0,trit,null,0
agrl1011_mgt_146_1,140,0,till,10,1,0,fallplow,null,0
agrl1011_mgt_146_1,140,0,fert,10,1,0,elem_n,broadcast,25
agrl1011_mgt_146_1,140,0,fert,10,1,0,elem_p,broadcast,25
agrl1011_mgt_146_1,140,0,plnt,10,1,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,fert,3,23,0,elem_n,broadcast,55
agrl1011_mgt_146_1,140,0,fert,5,20,0,elem_n,broadcast,35
agrl1011_mgt_146_1,140,0,harv,7,25,0,trit,grain,0
agrl1011_mgt_146_1,140,0,kill,7,25,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,3,24,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,plnt,4,5,0,lupn,null,0
agrl1011_mgt_146_1,140,0,harv,8,27,0,lupn,grain,0
agrl1011_mgt_146_1,140,0,kill,8,27,0,lupn,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,5,20,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,fert,5,20,0,elem_n,broadcast,40
agrl1011_mgt_146_1,140,0,fert,5,20,0,elem_p,broadcast,13
agrl1011_mgt_146_1,140,0,plnt,5,20,0,buck,null,0
agrl1011_mgt_146_1,140,0,harv,9,29,0,buck,grain,0
agrl1011_mgt_146_1,140,0,kill,9,29,0,buck,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,3,23,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,plnt,4,6,0,lupn,null,0
agrl1011_mgt_146_1,140,0,harv,8,28,0,lupn,grain,0
agrl1011_mgt_146_1,140,0,kill,8,28,0,lupn,null,0
agrl1011_mgt_146_1,140,0,till,10,1,0,fallplow,null,0
agrl1011_mgt_146_1,140,0,fert,10,1,0,elem_n,broadcast,25
agrl1011_mgt_146_1,140,0,fert,10,1,0,elem_p,broadcast,25
agrl1011_mgt_146_1,140,0,plnt,10,1,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,fert,3,23,0,elem_n,broadcast,55
agrl1011_mgt_146_1,140,0,fert,5,21,0,elem_n,broadcast,35
agrl1011_mgt_146_1,140,0,harv,7,30,0,trit,grain,0
agrl1011_mgt_146_1,140,0,kill,7,30,0,trit,null,0
agrl1011_mgt_146_1,140,0,till,10,1,0,fallplow,null,0
agrl1011_mgt_146_1,140,0,fert,10,1,0,elem_n,broadcast,25
agrl1011_mgt_146_1,140,0,fert,10,1,0,elem_p,broadcast,25
agrl1011_mgt_146_1,140,0,plnt,10,1,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,fert,3,19,0,elem_n,broadcast,55
agrl1011_mgt_146_1,140,0,fert,5,11,0,elem_n,broadcast,35
agrl1011_mgt_146_1,140,0,harv,7,27,0,trit,grain,0
agrl1011_mgt_146_1,140,0,kill,7,27,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,3,21,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,plnt,4,9,0,lupn,null,0
agrl1011_mgt_146_1,140,0,harv,8,20,0,lupn,grain,0
agrl1011_mgt_146_1,140,0,kill,8,20,0,lupn,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,5,17,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,fert,5,17,0,elem_n,broadcast,40
agrl1011_mgt_146_1,140,0,fert,5,17,0,elem_p,broadcast,13
agrl1011_mgt_146_1,140,0,plnt,5,17,0,buck,null,0
agrl1011_mgt_146_1,140,0,harv,9,24,0,buck,grain,0
agrl1011_mgt_146_1,140,0,kill,9,24,0,buck,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,till,3,30,0,landlevl,null,0
agrl1011_mgt_146_1,140,0,plnt,4,5,0,lupn,null,0
agrl1011_mgt_146_1,140,0,harv,8,24,0,lupn,grain,0
agrl1011_mgt_146_1,140,0,kill,8,24,0,lupn,null,0
agrl1011_mgt_146_1,140,0,till,9,29,0,fallplow,null,0
agrl1011_mgt_146_1,140,0,fert,9,29,0,elem_n,broadcast,25
agrl1011_mgt_146_1,140,0,fert,9,29,0,elem_p,broadcast,25
agrl1011_mgt_146_1,140,0,plnt,9,29,0,trit,null,0
agrl1011_mgt_146_1,140,0,skip,0,0,0,null,null,0
agrl1011_mgt_146_1,140,0,fert,3,16,0,elem_n,broadcast,55
agrl1011_mgt_146_1,140,0,fert,5,30,0,elem_n,broadcast,35
agrl1011_mgt_146_1,140,0,harv,8,10,0,trit,grain,0
